entry_dt,exit_dt,days,symbol,size,entry_price,exit_price,pnl,cost,cost_risk_adjusted
2019-08-08 16:00:00,2019-08-15 16:00:00,6,ATEC,150,5.8,5.87,10.50000000000004,2.025,0.004891478552904078
2019-08-08 16:00:00,2019-08-14 16:00:00,5,ACHN,141,4.8,4.73,-9.869999999999916,1.9035,0.005123968412763347
2019-08-09 16:00:00,2019-08-15 16:00:00,5,HEBT,256,2.29,2.16,-33.27999999999997,3.456,0.01259334070925468
2019-08-13 16:00:00,2019-08-19 16:00:00,5,GSB,72,13.99,13.28,-51.12000000000006,1.0699999999999998,0.0028756542862182015
2019-08-16 16:00:00,2019-08-23 16:00:00,6,NVCR,13,94.0,95.0,13.0,0.48,0.0013343017264394017
2019-08-19 16:00:00,2019-08-23 16:00:00,5,ENPH,23,33.6,33.89,6.66999999999998,0.58,0.001843847962611708
2019-08-19 16:00:00,2019-08-23 16:00:00,5,REFR,126,5.05,5.0,-6.299999999999976,1.701,0.00498955735023768
2019-08-21 16:00:00,2019-09-09 16:00:00,13,HMY,316,3.38,3.335,-14.21999999999996,4.266,0.004771514475812064
2019-08-21 16:00:00,2019-08-27 16:00:00,5,APPS,104,7.46,7.54,8.320000000000007,1.404,0.003818370570887585
2019-08-21 16:00:00,2019-08-27 16:00:00,5,FLGT,50,11.98,12.81,41.5,0.85,0.0026206872342932537
2019-08-26 16:00:00,2019-08-30 16:00:00,5,EGO,100,9.4,9.61,20.999999999999908,1.35,0.004554614650771523
2019-08-26 16:00:00,2019-09-11 16:00:00,12,ICON,317,1.67,1.65,-6.339999999999991,4.2795,0.005825776119620189
2019-08-26 16:00:00,2019-09-10 16:00:00,11,ROKU,6,142.92,146.92,24.0,0.41,0.0007745213876361971
2019-08-26 16:00:00,2019-08-30 16:00:00,5,APPN,17,61.43,60.06,-23.289999999999957,0.52,0.0015886158024745966
2019-08-27 16:00:00,2019-09-03 16:00:00,5,JNUG,6,96.42,94.94,-8.880000000000024,0.41,0.001368326251990836
2019-08-27 16:00:00,2019-09-03 16:00:00,5,NUGT,16,43.52,43.05,-7.5200000000000955,0.51,0.0016736865823276544
2019-08-28 16:00:00,2019-09-04 16:00:00,5,SHAK,14,99.97,99.88,-1.2600000000000477,0.49,0.0020014412676503932
2019-08-28 16:00:00,2019-09-04 16:00:00,5,CPRX,160,6.35,6.19,-25.59999999999988,2.16,0.006356035349115378
2019-08-30 16:00:00,2019-09-06 16:00:00,5,APPS,88,7.68,7.45,-20.23999999999996,1.23,0.004734747355127939
2019-08-30 16:00:00,2019-09-12 16:00:00,9,RADA,194,4.87,4.8,-13.580000000000048,2.6189999999999998,0.005236032719914293
2019-08-30 16:00:00,2019-09-23 16:00:00,16,MGI,140,4.28,4.8,72.7999999999999,1.8900000000000001,0.0017528802960335844
2019-09-04 16:00:00,2019-09-09 16:00:00,4,SVM,222,4.58,4.093865245372955,-107.92191552720402,2.9970000000000003,0.011808865792860888
2019-09-05 16:00:00,2019-09-10 16:00:00,4,CVNA,12,84.4,77.01,-88.68,0.47,0.002454177872278204
2019-09-05 16:00:00,2019-09-09 16:00:00,3,TLRA,87,10.57,9.414681905925983,-100.5126741844395,1.22,0.006473246596765914
2019-09-06 16:00:00,2019-09-10 16:00:00,3,SMSI,139,6.62,5.98,-88.95999999999995,1.8765,0.00957307021712983
2019-09-06 16:00:00,2019-09-12 16:00:00,5,DRRX,560,1.78,1.86,44.80000000000003,7.5600000000000005,0.022192654711174285
2019-09-06 16:00:00,2019-09-12 16:00:00,5,CPRX,174,6.7,6.7,5.329070518200751e-15,2.349,0.005613820314807694
2019-09-09 16:00:00,2019-09-20 16:00:00,10,FRAN,143,5.16,12.1,992.4199999999998,1.9304999999999999,0.001180224433244779
2019-09-10 16:00:00,2019-09-16 16:00:00,5,PRPL,60,9.39,9.17,-13.200000000000038,0.95,0.004297909116129711
2019-09-11 16:00:00,2019-09-17 16:00:00,5,SONO,72,15.23,15.02,-15.120000000000061,1.0699999999999998,0.003935914957464216
2019-09-12 16:00:00,2019-09-18 16:00:00,5,PCTI,192,7.65,7.64,-1.9200000000001296,2.592,0.009830571107720043
2019-09-12 16:00:00,2019-09-18 16:00:00,5,MDCO,18,48.54,47.76,-14.04000000000002,0.53,0.0016941906141028705
2019-09-16 16:00:00,2019-09-20 16:00:00,5,PRTS,565,1.69,1.74,28.250000000000025,7.6275,0.024429609693044616
2019-09-17 16:00:00,2019-09-19 16:00:00,3,EIDX,20,47.46,43.58,-77.60000000000005,0.55,0.002987240131224975
2019-09-17 16:00:00,2019-09-23 16:00:00,5,GMS,42,28.59,28.63,1.6799999999999642,0.77,0.0025811412437793217
2019-09-17 16:00:00,2019-09-30 16:00:00,10,DRRX,564,1.95,1.94,-5.639999999999976,7.614,0.007344192086820773
2019-09-19 16:00:00,2019-09-25 16:00:00,5,PIR,38,9.8,10.1,11.399999999999949,0.73,0.002106166432810314
2019-09-19 16:00:00,2019-10-15 16:00:00,19,KOOL,123,4.9,5.33,52.89000000000007,1.6604999999999999,0.0013105021299347507
2019-09-20 16:00:00,2019-11-05 16:00:00,33,HOV,32,16.25,24.77,272.64,0.6699999999999999,0.0004104522628907287
2019-09-20 16:00:00,2019-10-30 16:00:00,29,MDCO,18,49.17,54.04,87.65999999999993,0.53,0.0005251698138207108
2019-09-25 16:00:00,2019-10-01 16:00:00,5,MDCA,352,3.06,2.97,-31.67999999999995,4.752,0.015263868001642238
2019-10-07 16:00:00,2019-10-31 16:00:00,19,FRAN,17,14.9,17.35,41.650000000000034,0.52,0.0010546805048264336
2019-10-10 16:00:00,2019-10-16 16:00:00,5,SSI,191,2.12,2.4,53.47999999999996,2.5785,0.007116918354772206
2019-10-11 16:00:00,2019-10-18 16:00:00,6,ACAD,25,40.52,39.48,-26.000000000000156,0.6,0.0020998972673550755
2019-10-14 16:00:00,2019-10-18 16:00:00,5,STNG,37,36.03,35.37,-24.420000000000137,0.72,0.002319733090023762
2019-10-16 16:00:00,2019-10-22 16:00:00,5,TTPH,90,4.7,5.5,71.99999999999999,1.25,0.0038063515110727843
2019-10-17 16:00:00,2019-10-23 16:00:00,5,VNCE,53,21.45,21.84,20.670000000000023,0.88,0.00316975312540928
